id,individualCount,sex,organismRemarks,eventID,eventDate,locationID,county,locality,verbatimElevation,decimalLatitude,decimalLongitude,scientificName,higherClassification,genus,subgenus,specificEpithet,vernacularName
INS:ProyectoDengue67217:Aed-049,2,2 Hembras,1 hembra con sangre,Barrio_Fundadores,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Fundadores de Patía (El Bordo),1004 m,2.1175538,-76.9814908,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-021,1,Macho,,Barrio_Fundadores,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Fundadores de Patía (El Bordo),1004 m,2.1176459,-76.9813559,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-050,3,2 Machos | 1 Hembra,,Barrio_Fundadores,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Fundadores de Patía (El Bordo),999 m,2.1178344,-76.9809526,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-022,1,Hembra,,Barrio_Fundadores,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Fundadores de Patía (El Bordo),999 m,2.1178344,-76.9809526,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-023,1,Hembra,,Barrio_Fundadores,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Fundadores de Patía (El Bordo),994 m,2.1181297,-76.9806716,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-024,2,1 Macho | 1 Hembra,,Barrio_Fundadores,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Fundadores de Patía (El Bordo),996 m,2.119706,-76.9802767,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-025,2,1 Macho | 1 Hembra,,Barrio_Postobón,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1013 m,2.1160093,-76.9830661,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-026,3,2 Machos | 1 Hembra,,Barrio_Postobón,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1007 m,2.1158365,-76.9824466,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-027,5,5 Machos,,Barrio_Postobón,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1010 m,2.1161605,-76.9823226,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-028,2,2 Hembras,,Barrio_Postobón,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),997 m,2.1159224,-76.9812137,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-051,3,1 Macho | 2 Hembras,,Barrio_Postobón,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),992 m,2.1155287,-76.9802996,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-052,1,Macho,,Barrio_Postobón,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),992 m,2.1155287,-76.9802996,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Aed-053,2,2 Machos,,Barrio_Postobón,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),993 m,2.1155821,-76.9803235,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-029,5,5 Machos,,Barrio_Postobón,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),993 m,2.1155821,-76.9803235,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-031,6,5 Machos | 1 Hembra,,Barrio_Postobón,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1003 m,2.1162455,-76.9814369,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-032,1,Macho,,Barrio_Postobón,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1016 m,2.1169227,-76.9821611,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-054,2,2 Hembras,,Barrio_Postobón,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1021 m,2.1174371,-76.9826459,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Culx-033,7,2 Machos | 5 Hembras,,Barrio_Postobón,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1021 m,2.1174371,-76.9826459,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-055,1,Hembra,Hembra con sangre,Barrio_Hueco_Lindo,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1006 m,2.1128716,-76.984559,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-034,2,2 Hembras,2 hembras con sangre,Barrio_Hueco_Lindo,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1006 m,2.1128716,-76.984559,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-056,1,Hembra,,Barrio_Hueco_Lindo,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1006 m,2.1125516,-76.9842225,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-057,2,1 Macho | 1 Hembra,Hembra con sangre,Barrio_Hueco_Lindo,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1002 m,2.1120326,-76.9837809,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-058,8,3 Machos | 5 Hembras,3 hembras con sangre,Barrio_Hueco_Lindo,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1000 m,2.1122046,-76.9836257,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-059,2,1 Macho | 1 Hembra,Hembra con sangre,Barrio_Hueco_Lindo,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1000 m,2.1124643,-76.9834771,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-060,1,Hembra,Hembra con sangre,Barrio_Hueco_Lindo,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1000 m,2.1124274,-76.9834259,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-061,1,Macho,,Barrio_Hueco_Lindo,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1001 m,2.1123232,-76.9833433,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-062,3,2 Machos | 1 Hembra,,Barrio_Hueco_Lindo,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1003 m,2.1128355,-76.984129,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-063,5,4 Machos | 1 Hembra,Hembra con sangre,Barrio_Hueco_Lindo,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1003 m,2.1128544,-76.9839378,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-064,1,Hembra,,Barrio_Hueco_Lindo,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1001 m,2.112653,-76.9836677,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-065,1,Hembra,,Barrio_Hueco_Lindo,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1001 m,2.11252,-76.9835844,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-035,1,Macho,,Barrio_Hueco_Lindo,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Hueco Lindo de Patía (El Bordo),1001 m,2.11252,-76.9835844,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-066,4,1 Macho | 3 Hembras,,Barrio_Popular,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),990 m,2.112381,-76.9811123,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-036,1,Hembra,,Barrio_Popular,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),990 m,2.112381,-76.9811123,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-067,1,Macho,,Barrio_Popular,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),989 m,2.1124041,-76.9810968,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-068,2,2 Machos,,Barrio_Popular,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),987 m,2.1125538,-76.9808145,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-037,1,Macho,,Barrio_Popular,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),987 m,2.1124112,-76.9807184,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-069,3,1 Macho | 2 Hembras,,Barrio_Popular,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),985 m,2.1122884,-76.9807152,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-038,3,3 Hembras,,Barrio_Popular,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),985 m,2.1122884,-76.9807152,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-070,2,2 Hembras,,Barrio_Popular,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),982 m,2.1122522,-76.9804683,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-071,8,2 Machos | 6 Hembras,,Barrio_Popular,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),982 m,2.112003,-76.9805977,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-039,1,Macho,,Barrio_Popular,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),982 m,2.112003,-76.9805977,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-072,1,Macho,,Barrio_Popular,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),982 m,2.1130752,-76.9807062,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-073,1,Macho,,Barrio_Popular,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),985 m,2.11315,-76.9810464,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-074,1,Macho,,Barrio_Libertador,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Libertador de Patía (El Bordo),1002 m,2.1126025,-76.9829954,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-040,1,Hembra,,Barrio_Libertador,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Libertador de Patía (El Bordo),996 m,2.1123022,-76.9823299,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-041,2,1 Macho | 1 Hembra,,Barrio_Libertador,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Libertador de Patía (El Bordo),1004 m,2.1132622,-76.9827813,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-075,2,1 Macho | 1 Hembra,,Barrio_Libertador,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Libertador de Patía (El Bordo),1000 m,2.1128807,-76.9823908,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Culx-042,1,Hembra,,Barrio_Libertador,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Libertador de Patía (El Bordo),1000 m,2.1128807,-76.9823908,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-076,1,Hembra,,Barrio_Libertador,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Libertador de Patía (El Bordo),1000 m,2.1133313,-76.9821746,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-043,2,2 Hembras,,Barrio_Libertador,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Libertador de Patía (El Bordo),1003 m,2.1136895,-76.9820661,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-077,1,Hembra,,Barrio_Libertador,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Libertador de Patía (El Bordo),1006 m,2.1138629,-76.982438,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-078-PALIB24,1,Macho,,Barrio_Libertador,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Libertador de Patía (El Bordo),998 m,2.1136758,-76.981739,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-078-PALIB02,4,4 Hembras,,Barrio_Libertador,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Libertador de Patía (El Bordo),1002 m,2.1129042,-76.9834148,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-079,1,Hembra,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),981 m,2.1116403,-76.9811229,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-080,1,Macho,,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),999 m,2.1103516,-76.9827204,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Aed-081,1,Hembra,Hembra con sangre,Barrio_Colseguros,2021-04-27,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1134 m,3.2593611,-76.2283868,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-082,1,Macho,,Barrio_Colseguros,2021-04-27,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1134 m,3.2594405,-76.2284416,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-083,1,Hembra,Sin alimento de sangre,Barrio_Colseguros,2021-04-27,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1132 m,3.2602374,-76.228626,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-044,1,Hembra,,Barrio_Colseguros,2021-04-27,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1130 m,3.2600836,-76.2292726,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-084,1,Macho,,Barrio_Colseguros,2021-04-27,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1130 m,3.2600984,-76.2298172,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-085,3,1 Macho | 2 Hembras,,Barrio_Colseguros,2021-04-27,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1126 m,3.2600904,-76.2301585,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
